20160901 055200;0.753150;0.753150;0.753000;0.753000;0
20160901 055300;0.752960;0.753030;0.752920;0.752930;0
20160901 055400;0.752980;0.753040;0.752970;0.752970;0
20160901 055500;0.752990;0.753020;0.752900;0.752930;0
20160901 055600;0.752940;0.753010;0.752920;0.752930;0
20160901 055700;0.752950;0.753100;0.752940;0.753100;0
20160901 055800;0.753110;0.753120;0.752990;0.753020;0
20160901 055900;0.753010;0.753110;0.753010;0.753080;0
20160901 060000;0.753090;0.753120;0.753030;0.753030;0
20160901 060100;0.753010;0.753030;0.753010;0.753020;0
20160901 060200;0.753020;0.753060;0.753020;0.753030;0
20160901 060300;0.753030;0.753030;0.752940;0.753020;0
20160901 060400;0.753000;0.753000;0.752920;0.752940;0
20160901 060500;0.752930;0.753000;0.752840;0.752960;0
20160901 060600;0.752990;0.753000;0.752930;0.752950;0
20160901 060700;0.752950;0.752980;0.752940;0.752950;0
20160901 060800;0.752930;0.753020;0.752910;0.753020;0
20160901 060900;0.753020;0.753100;0.753020;0.753050;0
20160901 061000;0.753050;0.753160;0.753050;0.753110;0
20160901 061100;0.753130;0.753150;0.753100;0.753130;0
20160901 061200;0.753120;0.753130;0.753030;0.753040;0
20160901 061300;0.753040;0.753120;0.753040;0.753100;0
20160901 061400;0.753090;0.753090;0.753010;0.753010;0
20160901 061500;0.753000;0.753000;0.752930;0.752930;0
20160901 061600;0.752930;0.752930;0.752910;0.752920;0
20160901 061700;0.752910;0.752920;0.752780;0.752920;0
20160901 061800;0.752900;0.752970;0.752840;0.752970;0
20160901 061900;0.752990;0.753130;0.752990;0.753130;0
20160901 062000;0.753140;0.753220;0.753090;0.753120;0
20160901 062100;0.753140;0.753460;0.753140;0.753440;0
20160901 062200;0.753420;0.753420;0.753270;0.753360;0
20160901 062300;0.753350;0.753350;0.753300;0.753300;0
20160901 062400;0.753310;0.753320;0.753310;0.753320;0
20160901 062500;0.753330;0.753410;0.753330;0.753370;0
20160901 062600;0.753390;0.753600;0.753390;0.753530;0
20160901 062700;0.753540;0.753600;0.753530;0.753600;0
20160901 062800;0.753590;0.753630;0.753540;0.753630;0
20160901 062900;0.753670;0.753770;0.753620;0.753630;0
20160901 063000;0.753630;0.753810;0.753630;0.753720;0
20160901 063100;0.753700;0.753840;0.753650;0.753840;0
20160901 063200;0.753830;0.753830;0.753720;0.753720;0
20160901 063300;0.753720;0.753800;0.753710;0.753790;0
20160901 063400;0.753770;0.753810;0.753720;0.753740;0
20160901 063500;0.753750;0.753880;0.753750;0.753850;0
20160901 063600;0.753850;0.753850;0.753720;0.753720;0
20160901 063700;0.753700;0.753820;0.753700;0.753760;0
20160901 063800;0.753780;0.753800;0.753740;0.753740;0
20160901 063900;0.753740;0.753740;0.753710;0.753710;0
20160901 064000;0.753730;0.753790;0.753720;0.753730;0
20160901 064100;0.753730;0.753730;0.753590;0.753610;0
20160901 064200;0.753620;0.753620;0.753500;0.753520;0
20160901 064300;0.753510;0.753550;0.753480;0.753530;0
20160901 064400;0.753540;0.753620;0.753540;0.753620;0
20160901 064500;0.753620;0.753730;0.753530;0.753730;0
20160901 064600;0.753720;0.753780;0.753710;0.753720;0
20160901 064700;0.753710;0.753800;0.753700;0.753740;0
